Tweet,Suicide
damn it have to make it a proper website one day with the help of tif,not suicide post
at least its not raining today,not suicide post
my morning started out so bad i just want to go home and slep forever,potential suicide post 
i think it was my lack of saying anything at al that was prety stupid when i met hary i was acting al col and htps t co lpdqwgei j,potential suicide post 
taking son to have his braces taken of big day in ten age boy s life ,not suicide post
thanks mat i m glad you like it no algorithmic music gigs planed so far though,not suicide post
so like if the man i end up spending the rest of my days with aint him i fel like im going to hate my life ,potential suicide post 
i hate my parents so much i want to kil myself to spite them especialy my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he didnt want me to have a girlfriend or friends growing up i dont think i would even goto his funeral if he died i hate you from the botom of my heart you only had me in order to chain down my mom you hated and ignored yeled at me since i was a litle boy and now i hate you forever this hatred is kiling me,potential suicide post 
just some tething problems my new house amp i wil be friends,not suicide post
asahi giant and scared please don t eat my as spirits,potential suicide post 
i am so miserable i ve never ben this miserable in my life he is simply baby htps t co phayb oha,potential suicide post 
love the videos wiliam new to twiter x,not suicide post
ochie kmaren nervous ya pas tu kliatan tau pas aku dtg aku ngeliat ochie lg maen in tisu sampe tisu y lecek ,not suicide post
col i ve got more folowers people are interested ,not suicide post
rt congratulations team thanks much apreciated htps t co aiwbh f v,not suicide post
tired of merely existing want to get to living ,potential suicide post 
i wana kil myself im so fucking done,potential suicide post 
my list is short so does that mean the my god is huge to lol,not suicide post
haha flight of the conchords was so blody hilarious last night chur chur,not suicide post
you or the picture cus damn both be loking so god ,potential suicide post 
wel can you link me to it anyway ,not suicide post
if i tel a psychiatrist that i am suicidal wil they imediately have me shiped away and handcufed to a bed i always lie,potential suicide post 
fucking hel prada saved the day ,not suicide post
where are the easter egs,not suicide post
rt the kinda bad bitch that s ready to die anyday now,potential suicide post 
i am so sick and tired of being blamed for everything that i am actualy waiting for the day i die ,potential suicide post 
oh sending loads of positive vibes your way,not suicide post
al i have to say about studio setup is that i d die without my flat files designed my whole studio around them ,not suicide post
rt hornyfact i m so fucking tired of living i m not smart i m not athletic i m not atractive i m not talented i just ha ,potential suicide post 
tel me about it we re going to try that pureslep mouth piece on tv wil let you know if how it works,not suicide post
congratulations on al of your acomplishments you are an amazing person inside and out htps t co mt di d,not suicide post
that s prety col man i m not a fan but losles ftw i l check it out ,not suicide post
random thought i m so glad i live in the time of gps on my cel and navi in my car bc nothing confused me m htps t co qwvphlc q,potential suicide post 
it is sickening what is sickening is we elect pl like the lib htps t co v pzgbugly,potential suicide post 
